scanType	TF_RdbID	TFname	TF_locusTag	TF_RZlocusTag	TF_oldRZlocusTag	TG_RdbID	TG_name	TG_locusTag	TG_RZlocusTag	TG_oldRZlocusTag	TG_RZname	OrthologousInteration
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS11130	RPHASCH2410_CH11390	glyQ	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS11150	RPHASCH2410_CH11400	RPHASCH2410_CH11400	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS11170	RPHASCH2410_CH11420	RPHASCH2410_CH11420	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS11175	RPHASCH2410_CH11425	RPHASCH2410_CH11425	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS11250	RPHASCH2410_CH11510	RPHASCH2410_CH11510	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS11265	RPHASCH2410_CH11525	RPHASCH2410_CH11525	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS11270	RPHASCH2410_CH11530	RPHASCH2410_CH11530	FALSE
site	ECK120000483	ArgP	b2916	RPHASCH2410_RS19540	RPHASCH2410_CH20050	NA	NA	NA	RPHASCH2410_RS11285	RPHASCH2410_CH11545	tlyA	FALSE
site	ECK120004350	UlaR	b4191	RPHASCH2410_RS21345	RPHASCH2410_PB00140	NA	NA	NA	RPHASCH2410_RS11285	RPHASCH2410_CH11545	tlyA	FALSE
site	ECK120000483	ArgP	b2916	RPHASCH2410_RS19540	RPHASCH2410_CH20050	NA	NA	NA	RPHASCH2410_RS11290	RPHASCH2410_CH11550	mcpU	FALSE
site	ECK120004350	UlaR	b4191	RPHASCH2410_RS21345	RPHASCH2410_PB00140	NA	NA	NA	RPHASCH2410_RS11290	RPHASCH2410_CH11550	mcpU	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS11295	RPHASCH2410_CH11555	dxs	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS11300	RPHASCH2410_CH11560	RPHASCH2410_CH11560	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS11320	RPHASCH2410_CH11580	RPHASCH2410_CH11580	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS11325	RPHASCH2410_CH11585	RPHASCH2410_CH11585	FALSE
site	ECK120001729	GcvA	b2808	RPHASCH2410_RS14950	RPHASCH2410_CH15335	NA	NA	NA	RPHASCH2410_RS11380	RPHASCH2410_CH11640	ectC	FALSE
site	ECK120001729	GcvA	b2808	RPHASCH2410_RS14950	RPHASCH2410_CH15335	NA	NA	NA	RPHASCH2410_RS11385	RPHASCH2410_CH11645	RPHASCH2410_CH11645	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS11415	RPHASCH2410_CH11685	aroC	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS11420	RPHASCH2410_CH11690	RPHASCH2410_CH11690	FALSE
site	ECK120000946	SoxR	b4063	RPHASCH2410_RS05245	RPHASCH2410_CH05360	NA	NA	NA	RPHASCH2410_RS11425	RPHASCH2410_CH11695	RPHASCH2410_CH11695	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS11435	RPHASCH2410_CH11705	fabI2	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS11630	RPHASCH2410_CH11910	thrC	FALSE
site	ECK120000194	CytR	b3934	RPHASCH2410_RS04060	RPHASCH2410_CH04180	NA	NA	NA	RPHASCH2410_RS11695	RPHASCH2410_CH11970	RPHASCH2410_CH11970	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS11695	RPHASCH2410_CH11970	RPHASCH2410_CH11970	FALSE
site	ECK120000194	CytR	b3934	RPHASCH2410_RS04060	RPHASCH2410_CH04180	NA	NA	NA	RPHASCH2410_RS11700	RPHASCH2410_CH11975	ccrM	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS11700	RPHASCH2410_CH11975	ccrM	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS11725	RPHASCH2410_CH12000	RPHASCH2410_CH12000	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	ECK120000791	purR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	RPHASCH2410_CH12005	TRUE
site	ECK120000540	Lrp	b0889	RPHASCH2410_RS28065	RPHASCH2410_PD03050	NA	NA	NA	RPHASCH2410_RS11750	RPHASCH2410_CH12025	RPHASCH2410_CH12025	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS32455	RPHASCH2410_CH12085	RPHASCH2410_CH12085	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS11805	RPHASCH2410_CH12090	RPHASCH2410_CH12090	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS11860	RPHASCH2410_CH12140	RPHASCH2410_CH12140	FALSE
site	ECK120002180	RutR	b1013	RPHASCH2410_RS15505	RPHASCH2410_CH15905	NA	NA	NA	RPHASCH2410_RS11875	RPHASCH2410_CH12160	tetA	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS11910	RPHASCH2410_CH12195	RPHASCH2410_CH12195	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS11915	RPHASCH2410_CH12205	RPHASCH2410_CH12205	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS32470	RPHASCH2410_CH12210	RPHASCH2410_CH12210	FALSE
site	ECK120000540	Lrp	b0889	RPHASCH2410_RS28065	RPHASCH2410_PD03050	NA	NA	NA	RPHASCH2410_RS11975	RPHASCH2410_CH12270	RPHASCH2410_CH12270	FALSE
site	ECK120000946	SoxR	b4063	RPHASCH2410_RS05245	RPHASCH2410_CH05360	NA	NA	NA	RPHASCH2410_RS11975	RPHASCH2410_CH12270	RPHASCH2410_CH12270	FALSE
site	ECK120000483	ArgP	b2916	RPHASCH2410_RS19540	RPHASCH2410_CH20050	NA	NA	NA	RPHASCH2410_RS12000	RPHASCH2410_CH12300	RPHASCH2410_CH12300	FALSE
site	ECK120000483	ArgP	b2916	RPHASCH2410_RS19540	RPHASCH2410_CH20050	NA	NA	NA	RPHASCH2410_RS12005	RPHASCH2410_CH12305	RPHASCH2410_CH12305	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS12005	RPHASCH2410_CH12305	RPHASCH2410_CH12305	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS12005	RPHASCH2410_CH12305	RPHASCH2410_CH12305	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS12075	RPHASCH2410_CH12385	RPHASCH2410_CH12385	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS12085	RPHASCH2410_CH12395	RPHASCH2410_CH12395	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS12125	RPHASCH2410_CH12435	RPHASCH2410_CH12435	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS12130	RPHASCH2410_CH12440	RPHASCH2410_CH12440	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS12190	RPHASCH2410_CH12510	mrcB	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS12200	RPHASCH2410_CH12520	RPHASCH2410_CH12520	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS12240	RPHASCH2410_CH12560	cysH	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS12245	RPHASCH2410_CH12565	RPHASCH2410_CH12565	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS12290	RPHASCH2410_CH12610	RPHASCH2410_CH12610	FALSE
site	ECK120000378	NtrC	b3868	RPHASCH2410_RS02570	RPHASCH2410_CH02640	NA	NA	NA	RPHASCH2410_RS12515	RPHASCH2410_CH12840	RPHASCH2410_CH12840	FALSE
site	ECK120000946	SoxR	b4063	RPHASCH2410_RS05245	RPHASCH2410_CH05360	NA	NA	NA	RPHASCH2410_RS12520	RPHASCH2410_CH12845	RPHASCH2410_CH12845	FALSE
site	ECK120000946	SoxR	b4063	RPHASCH2410_RS05245	RPHASCH2410_CH05360	NA	NA	NA	RPHASCH2410_RS12525	RPHASCH2410_CH12850	RPHASCH2410_CH12850	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS12605	RPHASCH2410_CH12935	RPHASCH2410_CH12935	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS12610	RPHASCH2410_CH12940	RPHASCH2410_CH12940	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS12680	RPHASCH2410_CH13015	RPHASCH2410_CH13015	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS12685	RPHASCH2410_CH13020	RPHASCH2410_CH13020	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS12740	RPHASCH2410_CH13075	RPHASCH2410_CH13075	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS12745	RPHASCH2410_CH13080	RPHASCH2410_CH13080	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS12770	RPHASCH2410_CH13105	RPHASCH2410_CH13105	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS12820	RPHASCH2410_CH13155	RPHASCH2410_CH13155	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS12825	RPHASCH2410_CH13160	msrB2	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS12825	RPHASCH2410_CH13160	msrB2	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS12830	RPHASCH2410_CH13165	RPHASCH2410_CH13165	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS12830	RPHASCH2410_CH13165	RPHASCH2410_CH13165	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS12870	RPHASCH2410_CH13205	rosR	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS12905	RPHASCH2410_CH13240	RPHASCH2410_CH13240	FALSE
site	ECK120002342	GntR	b3438	RPHASCH2410_RS25610	RPHASCH2410_PD00565	NA	NA	NA	RPHASCH2410_RS12920	RPHASCH2410_CH13265	pbp	FALSE
site	ECK120002342	GntR	b3438	RPHASCH2410_RS25610	RPHASCH2410_PD00565	NA	NA	NA	RPHASCH2410_RS12925	RPHASCH2410_CH13270	RPHASCH2410_CH13270	FALSE
site	ECK120000483	ArgP	b2916	RPHASCH2410_RS19540	RPHASCH2410_CH20050	NA	NA	NA	RPHASCH2410_RS12960	RPHASCH2410_CH13315	RPHASCH2410_CH13315	FALSE
site	ECK120000483	ArgP	b2916	RPHASCH2410_RS19540	RPHASCH2410_CH20050	NA	NA	NA	RPHASCH2410_RS12965	RPHASCH2410_CH13320	RPHASCH2410_CH13320	FALSE
site	ECK120000483	ArgP	b2916	RPHASCH2410_RS19540	RPHASCH2410_CH20050	NA	NA	NA	RPHASCH2410_RS13015	RPHASCH2410_CH13380	RPHASCH2410_CH13380	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS13125	RPHASCH2410_CH13495	RPHASCH2410_CH13495	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS13130	RPHASCH2410_CH13500	etf	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS13150	RPHASCH2410_CH13520	mgtE	FALSE
site	ECK120000483	ArgP	b2916	RPHASCH2410_RS19540	RPHASCH2410_CH20050	NA	NA	NA	RPHASCH2410_RS13230	RPHASCH2410_CH13600	amn	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS13240	RPHASCH2410_CH13610	RPHASCH2410_CH13610	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS13245	RPHASCH2410_CH13615	RPHASCH2410_CH13615	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS13285	RPHASCH2410_CH13660	RPHASCH2410_CH13660	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS13365	RPHASCH2410_CH13745	RPHASCH2410_CH13745	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS13370	RPHASCH2410_CH13750	rpoZ	FALSE
site	ECK120002342	GntR	b3438	RPHASCH2410_RS25610	RPHASCH2410_PD00565	NA	NA	NA	RPHASCH2410_RS13475	RPHASCH2410_CH13860	RPHASCH2410_CH13860	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS13510	RPHASCH2410_CH13895	RPHASCH2410_CH13895	FALSE
site	ECK120004350	UlaR	b4191	RPHASCH2410_RS21345	RPHASCH2410_PB00140	NA	NA	NA	RPHASCH2410_RS13605	RPHASCH2410_CH14000	RPHASCH2410_CH14000	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS13710	RPHASCH2410_CH14105	RPHASCH2410_CH14105	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS13715	RPHASCH2410_CH14110	pepA	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS13840	RPHASCH2410_CH14230	RPHASCH2410_CH14230	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS13840	RPHASCH2410_CH14230	RPHASCH2410_CH14230	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS13845	RPHASCH2410_CH14235	ropB2	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS13845	RPHASCH2410_CH14235	ropB2	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS13885	RPHASCH2410_CH14275	RPHASCH2410_CH14275	FALSE
site	ECK120002342	GntR	b3438	RPHASCH2410_RS25610	RPHASCH2410_PD00565	NA	NA	NA	RPHASCH2410_RS13905	RPHASCH2410_CH14295	RPHASCH2410_CH14295	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS13975	RPHASCH2410_CH14360	ate	FALSE
site	ECK120003471	SlyA	b1642	RPHASCH2410_RS15855	RPHASCH2410_CH16260	NA	NA	NA	RPHASCH2410_RS13995	RPHASCH2410_CH14380	RPHASCH2410_CH14380	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS32085	RPHASCH2410_CH14390	RPHASCH2410_CH14390	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS14035	RPHASCH2410_CH14415	RPHASCH2410_CH14415	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS14035	RPHASCH2410_CH14415	RPHASCH2410_CH14415	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS14050	RPHASCH2410_CH14425	RPHASCH2410_CH14425	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS14050	RPHASCH2410_CH14425	RPHASCH2410_CH14425	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS14055	RPHASCH2410_CH14430	RPHASCH2410_CH14430	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS14055	RPHASCH2410_CH14430	RPHASCH2410_CH14430	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS14140	RPHASCH2410_CH14515	RPHASCH2410_CH14515	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS14155	RPHASCH2410_CH14535	hppA	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS14195	RPHASCH2410_CH14575	RPHASCH2410_CH14575	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS14200	RPHASCH2410_CH14580	RPHASCH2410_CH14580	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS14320	RPHASCH2410_CH14700	RPHASCH2410_CH14700	FALSE
site	ECK120002342	GntR	b3438	RPHASCH2410_RS25610	RPHASCH2410_PD00565	NA	NA	NA	RPHASCH2410_RS14335	RPHASCH2410_CH14715	RPHASCH2410_CH14715	FALSE
site	ECK120002342	GntR	b3438	RPHASCH2410_RS25610	RPHASCH2410_PD00565	NA	NA	NA	RPHASCH2410_RS14340	RPHASCH2410_CH14720	RPHASCH2410_CH14720	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS14355	RPHASCH2410_CH14735	tdk	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS14360	RPHASCH2410_CH14740	proX	FALSE
site	ECK120000483	ArgP	b2916	RPHASCH2410_RS19540	RPHASCH2410_CH20050	NA	NA	NA	RPHASCH2410_RS14380	RPHASCH2410_CH14760	nolR	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS14380	RPHASCH2410_CH14760	nolR	FALSE
site	ECK120000483	ArgP	b2916	RPHASCH2410_RS19540	RPHASCH2410_CH20050	NA	NA	NA	RPHASCH2410_RS14460	RPHASCH2410_CH14840	glnII	FALSE
site	ECK120001729	GcvA	b2808	RPHASCH2410_RS14950	RPHASCH2410_CH15335	NA	NA	NA	RPHASCH2410_RS14520	RPHASCH2410_CH14900	RPHASCH2410_CH14900	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS14520	RPHASCH2410_CH14900	RPHASCH2410_CH14900	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS14550	RPHASCH2410_CH14930	RPHASCH2410_CH14930	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS14595	RPHASCH2410_CH14975	RPHASCH2410_CH14975	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS14600	RPHASCH2410_CH14980	RPHASCH2410_CH14980	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS14785	RPHASCH2410_CH15170	chvE	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS14790	RPHASCH2410_CH15175	gbpR	FALSE
site	ECK120000540	Lrp	b0889	RPHASCH2410_RS28065	RPHASCH2410_PD03050	NA	NA	NA	RPHASCH2410_RS14845	RPHASCH2410_CH15230	RPHASCH2410_CH15230	FALSE
site	ECK120000540	Lrp	b0889	RPHASCH2410_RS28065	RPHASCH2410_PD03050	NA	NA	NA	RPHASCH2410_RS14850	RPHASCH2410_CH15235	RPHASCH2410_CH15235	FALSE
site	ECK120000946	SoxR	b4063	RPHASCH2410_RS05245	RPHASCH2410_CH05360	NA	NA	NA	RPHASCH2410_RS14880	RPHASCH2410_CH15265	RPHASCH2410_CH15265	FALSE
site	ECK120000946	SoxR	b4063	RPHASCH2410_RS05245	RPHASCH2410_CH05360	NA	NA	NA	RPHASCH2410_RS14885	RPHASCH2410_CH15270	RPHASCH2410_CH15270	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS14900	RPHASCH2410_CH15290	RPHASCH2410_CH15290	FALSE
site	ECK120000483	ArgP	b2916	RPHASCH2410_RS19540	RPHASCH2410_CH20050	NA	NA	NA	RPHASCH2410_RS14960	RPHASCH2410_CH15345	RPHASCH2410_CH15345	FALSE
site	ECK120003471	SlyA	b1642	RPHASCH2410_RS15855	RPHASCH2410_CH16260	NA	NA	NA	RPHASCH2410_RS14960	RPHASCH2410_CH15345	RPHASCH2410_CH15345	FALSE
site	ECK120000483	ArgP	b2916	RPHASCH2410_RS19540	RPHASCH2410_CH20050	NA	NA	NA	RPHASCH2410_RS14990	RPHASCH2410_CH15380	RPHASCH2410_CH15380	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS14990	RPHASCH2410_CH15380	RPHASCH2410_CH15380	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS15025	RPHASCH2410_CH15415	RPHASCH2410_CH15415	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS15120	RPHASCH2410_CH15505	prsD	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS15125	RPHASCH2410_CH15510	plyA1	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS15125	RPHASCH2410_CH15510	plyA1	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS15130	RPHASCH2410_CH15515	rapA	FALSE
site	ECK120004350	UlaR	b4191	RPHASCH2410_RS21345	RPHASCH2410_PB00140	NA	NA	NA	RPHASCH2410_RS15130	RPHASCH2410_CH15515	rapA	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS15155	RPHASCH2410_CH15540	pssT2	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS15155	RPHASCH2410_CH15540	pssT2	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS15160	RPHASCH2410_CH15545	RPHASCH2410_CH15545	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS15160	RPHASCH2410_CH15545	RPHASCH2410_CH15545	FALSE
site	ECK120003471	SlyA	b1642	RPHASCH2410_RS15855	RPHASCH2410_CH16260	NA	NA	NA	RPHASCH2410_RS15165	RPHASCH2410_CH15550	rkpK	FALSE
